"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.RES:WEO(9.0.0)","STP.BCA_NGDPD.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-21.020","-22.521","-20.867","-15.875","-22.230","-20.892","-33.940","84.849","-17.611","-24.241","-23.589","-28.568","-23.877","-16.353","-24.527","-14.540","-7.183","-15.291","-12.952","-12.778","-11.193","-13.056","-14.512","-12.294","-1.919"
"IMF.RES:WEO(9.0.0)","STP.NGDPPC.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP), Current prices, Per capita, Domestic currency","Annual","Units","4252.115","4327.006","4841.362","5806.400","6560.697","8174.316","10020.130","11535.926","15898.276","18287.628","19413.757","21656.604","23261.058","25709.814","27698.922","28874.951","31969.585","34093.410","38167.070","42671.092","46960.220","49297.124","56075.366","68271.027","79629.278"
"IMF.RES:WEO(9.0.0)","STP.LP.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","0.144","0.146","0.150","0.154","0.158","0.162","0.166","0.170","0.174","0.178","0.182","0.186","0.189","0.193","0.197","0.200","0.204","0.207","0.210","0.213","0.217","0.222","0.226","0.231","0.236"
"IMF.RES:WEO(9.0.0)","STP.PPPGDP.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","0.253","0.265","0.276","0.299","0.319","0.353","0.397","0.421","0.464","0.482","0.495","0.515","0.541","0.578","0.617","0.632","0.671","0.711","0.828","0.993","1.119","1.272","1.365","1.421","1.472"
"IMF.RES:WEO(9.0.0)","STP.PPPPC.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Units","1757.686","1810.768","1838.082","1947.029","2024.783","2181.977","2395.055","2479.190","2669.418","2711.234","2723.471","2776.481","2853.170","2991.724","3134.430","3155.711","3294.727","3436.302","3941.033","4655.485","5144.547","5732.695","6032.719","6155.021","6251.505"
"IMF.RES:WEO(9.0.0)","NGA.TM_RPCH.A","OBS_VALUE","Nigeria","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","-17.469","42.582","-0.855","26.139","-19.404","25.665","-3.636","19.083","10.472","0.777","20.498","3.615","-11.060","-7.143","23.840","7.064","-28.807","0.861","26.035","46.136","-18.133","-26.511","-5.819","-7.296","-10.793"
"IMF.RES:WEO(9.0.0)","STP.GGXCNL.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","0.315","-0.086","-0.076","-0.142","-0.260","0.354","0.299","2.450","0.377","-0.586","-0.428","-0.524","-0.540","0.106","-0.342","-0.440","-0.326","-0.219","-0.162","-0.006","0.300","-0.166","-0.284","-0.336","0.173"
"IMF.RES:WEO(9.0.0)","STP.NGDP.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","0.612","0.633","0.726","0.893","1.035","1.321","1.660","1.958","2.763","3.253","3.529","4.021","4.407","4.966","5.450","5.783","6.512","7.056","8.022","9.106","10.211","10.942","12.690","15.762","18.756"
"IMF.RES:WEO(9.0.0)","ZWE.PCPIPCH.A","OBS_VALUE","Zimbabwe","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.475","-37.198","-34.445","-8.565","113.569","-31.522","32.974","-72.729","156.964","6.216","3.045","3.470","3.720","1.632","-0.213","-2.410","-1.558","0.907","10.607","255.292","557.210","98.546","193.399","667.361","736.106"
"IMF.RES:WEO(9.0.0)","ZWE.PCPI.A","OBS_VALUE","Zimbabwe","All Items, Consumer price index (CPI), Period average","Annual","Units","100.000","62.802","41.170","37.644","80.396","55.053","73.207","19.964","51.300","54.489","56.148","58.097","60.258","61.241","61.111","59.638","58.709","59.242","65.526","232.807","1530.031","3037.819","8912.927","68394.363","571849.457"
"IMF.RES:WEO(9.0.0)","ZWE.PPPGDP.A","OBS_VALUE","Zimbabwe","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","45.711","46.529","43.611","37.257","35.860","34.243","34.043","33.777","28.808","31.129","37.796","44.051","52.343","54.335","56.609","58.188","59.184","63.379","62.043","75.853","81.074","96.802","110.052","120.215","125.346"
"IMF.RES:WEO(9.0.0)","ZWE.NGDP_FY.A","OBS_VALUE","Zimbabwe","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency","Annual","Billions","0.007","0.007","0.006","0.006","0.006","0.005","0.005","0.005","0.004","0.006","0.007","0.008","0.010","0.011","0.011","0.011","0.012","0.012","0.022","0.130","0.820","1.858","7.384","67.559","822.938"
"IMF.RES:WEO(9.0.0)","ZWE.BCA_NGDPD.A","OBS_VALUE","Zimbabwe","Current account balance (credit less debit), Percent of GDP","Annual","Units","1.921","2.198","1.572","-0.487","-0.916","-0.649","1.277","2.591","-1.395","-5.115","-9.588","-13.656","-9.422","-9.900","-8.262","-5.678","-2.384","-0.874","-2.559","2.314","1.698","0.664","0.628","0.304","1.020"
"IMF.RES:WEO(9.0.0)","RWA.PPPGDP.A","OBS_VALUE","Rwanda","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","5.082","5.637","6.479","6.753","7.451","8.407","9.464","10.462","11.852","12.672","13.766","15.169","16.786","17.879","19.310","21.217","22.698","24.012","26.543","29.847","29.853","36.473","42.252","47.433","52.932"
"IMF.RES:WEO(9.0.0)","ZWE.GGX_NGDP.A","OBS_VALUE","Zimbabwe","Expenditure, General government, Percent of GDP","Annual","Units","","","","","","10.501","5.723","3.425","2.537","7.929","12.839","16.223","14.589","14.674","14.052","14.734","16.598","19.806","13.906","9.363","9.266","12.785","14.449","15.506","12.937"
"IMF.RES:WEO(9.0.0)","STP.GGXWDG_NGDP.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross debt, General government, Percent of GDP","Annual","Units","","418.380","366.512","329.366","354.452","334.172","283.181","110.140","60.673","70.315","82.992","86.018","59.565","76.849","92.505","101.128","104.568","92.298","95.855","98.638","90.962","85.058","86.762","73.226","64.809"
"IMF.RES:WEO(9.0.0)","NGA.TMG_RPCH.A","OBS_VALUE","Nigeria","Imports of goods, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","-15.903","38.608","-3.203","35.337","-21.951","40.013","-25.970","17.986","12.983","1.050","35.377","8.131","-14.158","-8.313","26.939","22.247","-25.036","-17.285","6.627","61.630","2.118","-29.751","-10.378","-7.711","-14.817"
"IMF.RES:WEO(9.0.0)","ZWE.NGDPRPPPPC.A","OBS_VALUE","Zimbabwe","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","Annual","Units","8348.606","8332.096","7710.672","6455.043","6003.869","5511.789","5236.114","5045.446","4194.018","4463.697","5306.794","6002.059","6678.823","6629.912","6617.595","6597.251","6510.048","6710.217","6905.444","6340.763","5727.586","6086.798","6331.034","6510.379","6480.136"
"IMF.RES:WEO(9.0.0)","SYC.BCA.A","OBS_VALUE","Seychelles","Current account balance (credit less debit), US dollar","Annual","Billions","-0.043","-0.153","-0.101","-0.009","-0.060","-0.174","-0.134","-0.111","-0.184","-0.125","-0.186","-0.230","-0.161","-0.159","-0.310","-0.256","-0.045","0.005","-0.042","-0.053","-0.173","-0.156","-0.152","-0.142","-0.176"
"IMF.RES:WEO(9.0.0)","RWA.GGR.A","OBS_VALUE","Rwanda","Revenue, General government, Domestic currency","Annual","Billions","145.235","150.370","172.240","198.542","276.455","344.932","376.429","464.201","659.639","727.961","828.260","984.798","1043.404","1258.433","1324.860","1470.527","1565.161","1736.943","1975.376","2152.299","2295.325","2687.962","3281.687","3654.821","4172.898"
"IMF.RES:WEO(9.0.0)","RWA.LP.A","OBS_VALUE","Rwanda","Population, Persons for countries / Index for country groups","Annual","Millions","7.700","7.900","8.100","8.300","8.600","8.800","9.000","9.200","9.500","9.700","10.000","10.200","10.483","10.737","10.997","11.263","11.533","11.809","12.090","12.374","12.663","12.956","13.246","13.499","13.857"
"IMF.RES:WEO(9.0.0)","RWA.NGDPRPC.A","OBS_VALUE","Rwanda","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","Annual","Units","290779.221","307468.354","339382.716","338554.217","351046.512","375340.909","400777.778","421956.522","454210.526","472680.412","492100.000","520882.353","550605.743","563006.426","583522.779","620261.032","641897.165","651536.963","690653.433","738483.918","697307.115","755557.271","799260.154","849025.854","900627.842"
"IMF.RES:WEO(9.0.0)","RWA.NGDPD.A","OBS_VALUE","Rwanda","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","2.049","1.967","1.963","2.139","2.388","2.945","3.318","4.069","5.183","5.675","6.124","6.885","7.654","7.821","8.240","8.546","8.695","9.253","9.638","10.349","10.174","11.066","13.313","14.331","14.251"
"IMF.RES:WEO(9.0.0)","STP.GGSB_NPGDP.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Structural balance, General government, Percent","Annual","Units","","-13.520","-10.423","-15.926","-25.115","26.812","17.992","125.135","13.648","-18.024","-12.119","-13.025","-12.257","2.134","-6.274","-7.600","-5.006","-3.107","-2.023","-0.066","2.940","-1.516","-2.241","-2.131","0.921"
"IMF.RES:WEO(9.0.0)","STP.NGDP_R.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP), Constant prices, Domestic currency","Annual","Billions","1.825","1.868","1.913","2.039","2.117","2.267","2.473","2.554","2.763","2.854","2.896","2.953","3.040","3.196","3.353","3.405","3.581","3.728","3.891","3.970","4.074","4.151","4.158","4.174","4.220"
"IMF.RES:WEO(9.0.0)","RWA.GGXONLB.A","OBS_VALUE","Rwanda","Primary net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","2.946","-9.800","-12.114","-3.998","43.112","29.805","10.908","-23.634","35.995","19.767","-8.126","-18.923","-92.854","-21.816","-176.876","-113.435","-89.234","-113.971","-115.913","-353.145","-760.401","-566.958","-531.393","-479.652","-783.764"
"IMF.RES:WEO(9.0.0)","STP.PCPIE.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)","Annual","Units","14.899","16.302","17.775","19.548","22.528","26.401","32.886","41.949","52.367","60.792","68.628","76.821","84.816","90.867","96.706","100.752","105.913","114.058","124.374","133.918","146.443","160.341","200.717","235.123","262.320"
"IMF.RES:WEO(9.0.0)","ZWE.GGXWDG_NGDP.A","OBS_VALUE","Zimbabwe","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","22.376","26.691","30.233","41.337","39.735","33.185","30.018","27.173","26.434","29.202","34.094","35.054","48.981","32.957","53.889","56.811","39.891","66.789","76.127","73.049"
"IMF.RES:WEO(9.0.0)","ZWE.NGDP_R.A","OBS_VALUE","Zimbabwe","Gross domestic product (GDP), Constant prices, Domestic currency","Annual","Billions","60.935","60.659","55.986","46.902","43.961","40.702","39.255","37.920","31.730","34.077","40.878","46.681","54.454","55.580","56.915","57.965","58.402","61.440","64.518","60.433","55.709","60.426","64.136","67.559","68.736"
"IMF.RES:WEO(9.0.0)","STP.GGR.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Revenue, General government, Domestic currency","Annual","Billions","0.381","0.249","0.246","0.321","0.368","0.931","0.837","3.212","1.218","0.995","1.397","1.622","1.685","1.869","1.618","1.965","2.168","2.034","2.081","2.073","2.667","2.639","3.232","3.434","4.804"
"IMF.RES:WEO(9.0.0)","RWA.BCA_NGDPD.A","OBS_VALUE","Rwanda","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.606","-5.210","-6.940","-4.915","-1.846","-2.226","-4.185","-2.096","-4.675","-6.672","-6.518","-6.928","-9.681","-7.482","-11.343","-12.680","-15.306","-9.460","-10.114","-11.894","-12.063","-10.909","-9.367","-11.496","-12.676"
"IMF.RES:WEO(9.0.0)","STP.GGX_NGDP.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Expenditure, General government, Percent of GDP","Annual","Units","10.737","52.799","44.265","51.864","60.638","43.666","32.466","38.919","30.447","48.612","51.690","53.360","50.500","35.509","35.968","41.585","38.296","31.930","27.961","22.832","23.181","25.633","27.705","23.919","24.692"
"IMF.RES:WEO(9.0.0)","NGA.TXG_RPCH.A","OBS_VALUE","Nigeria","Exports of goods, Volume, Free on board (FOB), Percent change","Annual","Units","18.850","-4.559","-11.449","33.492","3.306","-4.451","-4.110","4.755","-4.279","2.863","7.523","-9.905","-3.714","1.845","-5.856","4.103","-10.445","8.007","2.937","18.051","-19.278","-19.502","-1.210","4.168","-2.432"
"IMF.RES:WEO(9.0.0)","RWA.GGXCNL.A","OBS_VALUE","Rwanda","Net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","-1.760","-15.690","-18.997","-14.176","31.206","18.394","-0.531","-34.614","23.383","8.355","-22.801","-35.556","-111.944","-64.189","-220.175","-164.864","-155.365","-193.631","-213.521","-472.611","-915.845","-765.970","-786.869","-837.916","-1233.780"
"IMF.RES:WEO(9.0.0)","STP.GGXWDG.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross debt, General government, Domestic currency","Annual","Billions","","2.650","2.660","2.942","3.667","4.415","4.700","2.156","1.676","2.287","2.929","3.458","2.625","3.816","5.042","5.849","6.809","6.513","7.690","8.982","9.288","9.307","11.010","11.542","12.155"
"IMF.RES:WEO(9.0.0)","STP.PCPIPCH.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","11.011","9.219","10.130","9.793","13.285","17.152","23.075","18.550","31.991","16.957","13.339","14.321","10.638","8.106","6.988","6.130","5.407","5.690","7.873","7.716","9.820","8.138","18.006","21.184","14.416"
"IMF.RES:WEO(9.0.0)","ZWE.PPPSH.A","OBS_VALUE","Zimbabwe","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP, Percent, ICP benchmarks 2017-2021","Annual","Units","0.091","0.088","0.079","0.064","0.057","0.051","0.046","0.043","0.035","0.038","0.043","0.047","0.053","0.053","0.052","0.051","0.050","0.051","0.047","0.054","0.058","0.062","0.063","0.064","0.063"
"IMF.RES:WEO(9.0.0)","ZWE.NGDPDPC.A","OBS_VALUE","Zimbabwe","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1432.936","1424.450","1363.572","1215.221","1192.209","1129.761","1001.585","955.303","817.625","1167.762","1399.072","1615.963","1850.752","1992.307","2050.283","1998.001","2035.744","2114.667","3602.040","2605.119","2564.733","3295.669","2992.861","2669.191","2892.710"
"IMF.RES:WEO(9.0.0)","STP.GGXONLB.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Primary net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","","-0.061","-0.050","-0.116","-0.230","0.388","0.316","2.476","0.401","-0.563","-0.412","-0.500","-0.511","0.134","-0.298","-0.386","-0.292","-0.176","-0.128","0.059","0.336","-0.143","-0.215","-0.223","0.305"
"IMF.RES:WEO(9.0.0)","NGA.TX_RPCH.A","OBS_VALUE","Nigeria","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","19.012","-3.913","-6.739","31.708","-0.010","-9.188","-3.741","2.907","-3.852","4.150","7.540","-10.284","-4.590","1.840","-5.974","8.652","-7.177","8.194","0.052","17.775","-16.658","-21.372","-2.079","4.537","-1.833"
"IMF.RES:WEO(9.0.0)","RWA.GGXCNL_NGDP.A","OBS_VALUE","Rwanda","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-0.218","-1.801","-2.032","-1.233","2.274","1.124","-0.029","-1.555","0.825","0.259","-0.639","-0.860","-2.381","-1.269","-3.916","-2.681","-2.270","-2.517","-2.573","-5.077","-9.543","-7.000","-5.735","-5.040","-6.568"
"IMF.RES:WEO(9.0.0)","ZWE.TXG_RPCH.A","OBS_VALUE","Zimbabwe","Exports of goods, Volume, Free on board (FOB), Percent change","Annual","Units","6.054","5.381","-17.746","-19.986","-8.323","-9.354","-2.504","-7.859","-39.717","-6.360","62.127","27.285","-13.063","-0.786","0.932","3.187","5.025","-27.213","5.293","-4.936","-26.479","13.027","15.897","33.544","8.829"
"IMF.RES:WEO(9.0.0)","RWA.GGX_NGDP.A","OBS_VALUE","Rwanda","Expenditure, General government, Percent of GDP","Annual","Units","18.238","19.065","20.453","18.497","17.875","19.947","20.576","22.409","22.459","22.313","23.833","24.688","24.571","26.154","27.477","26.592","25.136","25.092","26.375","28.201","33.460","31.563","29.654","27.022","28.781"
"IMF.RES:WEO(9.0.0)","STP.GGR_NGDP.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Revenue, General government, Percent of GDP","Annual","Units","62.254","39.280","33.842","35.938","35.523","70.478","50.458","164.054","44.095","30.587","39.570","40.336","38.243","37.643","29.694","33.985","33.290","28.823","25.938","22.766","26.121","24.117","25.465","21.788","25.612"
"IMF.RES:WEO(9.0.0)","ZWE.BCA.A","OBS_VALUE","Zimbabwe","Current account balance (credit less debit), US dollar","Annual","Billions","0.322","0.365","0.249","-0.069","-0.128","-0.087","0.154","0.298","-0.138","-0.730","-1.655","-2.750","-2.278","-2.649","-2.334","-1.597","-0.697","-0.271","-1.380","0.920","0.678","0.348","0.305","0.135","0.501"
"IMF.RES:WEO(9.0.0)","RWA.PPPEX.A","OBS_VALUE","Rwanda","Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021","Annual","Units","158.611","154.516","144.318","170.289","184.146","194.716","193.575","212.780","239.023","254.504","259.414","272.467","280.113","282.842","291.195","289.856","301.574","320.420","312.666","311.861","321.472","300.029","324.718","350.519","354.896"
"IMF.RES:WEO(9.0.0)","ZWE.TMG_RPCH.A","OBS_VALUE","Zimbabwe","Imports of goods, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","6.000","-1.950","3.320","-23.240","-6.193","-9.508","-2.648","-13.527","13.186","16.112","75.926","29.954","-8.857","2.159","-5.525","20.838","-7.858","-4.241","17.826","-28.564","21.904","16.985","5.897","10.351","4.341"
"IMF.RES:WEO(9.0.0)","NGA.NID_NGDP.A","OBS_VALUE","Nigeria","Gross capital formation, Percent of GDP","Annual","Units","11.364","12.338","13.013","12.569","11.865","11.706","11.759","12.000","12.067","12.443","12.391","11.667","10.690","10.692","11.364","11.202","11.118","11.101","14.163","20.385","21.059","19.233","18.096","17.552","16.783"
"IMF.RES:WEO(9.0.0)","RWA.NGDP_R.A","OBS_VALUE","Rwanda","Gross domestic product (GDP), Constant prices, Domestic currency","Annual","Billions","2239.000","2429.000","2749.000","2810.000","3019.000","3303.000","3607.000","3882.000","4315.000","4585.000","4921.000","5313.000","5772.000","6045.000","6417.000","6986.000","7403.000","7694.000","8350.000","9138.000","8830.000","9789.000","10587.000","11461.000","12480.000"
"IMF.RES:WEO(9.0.0)","ZWE.NGDPD.A","OBS_VALUE","Zimbabwe","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","16.755","16.613","15.861","14.145","13.985","13.365","12.029","11.502","9.910","14.282","17.265","20.134","24.173","26.756","28.248","28.123","29.257","31.018","53.914","39.776","39.962","52.413","48.570","44.372","49.154"
"IMF.RES:WEO(9.0.0)","ZWE.NGDP.A","OBS_VALUE","Zimbabwe","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","0.007","0.007","0.006","0.006","0.006","0.005","0.005","0.005","0.004","0.006","0.007","0.008","0.010","0.011","0.011","0.011","0.012","0.012","0.022","0.130","0.820","1.858","7.384","67.559","822.938"
"IMF.RES:WEO(9.0.0)","ZWE.GGXWDG.A","OBS_VALUE","Zimbabwe","Gross debt, General government, Domestic currency","Annual","Billions","","","","","","0.001","0.001","0.001","0.002","0.002","0.002","0.002","0.003","0.003","0.003","0.004","0.004","0.006","0.007","0.070","0.466","0.741","4.932","51.431","601.144"
"IMF.RES:WEO(9.0.0)","RWA.NGDP_FY.A","OBS_VALUE","Rwanda","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency","Annual","Billions","806.000","871.000","935.000","1150.000","1372.000","1637.000","1832.000","2226.000","2833.000","3225.000","3571.000","4133.000","4702.000","5057.000","5623.000","6150.000","6845.000","7694.000","8299.000","9308.000","9597.000","10943.000","13720.000","16626.000","18785.400"
"IMF.RES:WEO(9.0.0)","RWA.NGDPDPC.A","OBS_VALUE","Rwanda","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","266.055","248.990","242.338","257.700","277.634","334.612","368.709","442.334","545.574","585.040","612.395","674.982","730.160","728.380","749.262","758.805","753.905","783.540","797.182","836.313","803.463","854.124","1005.041","1061.641","1028.469"
"IMF.RES:WEO(9.0.0)","STP.PCPI.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","All Items, Consumer price index (CPI), Period average","Annual","Units","14.227","15.539","17.113","18.789","21.285","24.936","30.690","36.383","48.022","56.165","63.657","72.773","80.515","87.042","93.124","98.833","104.177","110.104","118.772","127.937","140.500","151.934","179.291","217.272","248.595"
"IMF.RES:WEO(9.0.0)","RWA.GGXWDG_NGDP.A","OBS_VALUE","Rwanda","Gross debt, General government, Percent of GDP","Annual","Units","85.991","84.021","92.027","79.535","80.943","58.937","22.492","22.098","18.280","18.492","18.816","18.717","19.086","26.662","29.140","33.075","41.070","45.634","49.236","53.643","68.714","67.251","60.903","63.422","67.244"
"IMF.RES:WEO(9.0.0)","STP.NGDPRPPPPC.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","Annual","Units","3883.427","3912.610","3910.852","4062.455","4114.065","4298.662","4577.284","4613.096","4873.181","4919.181","4882.048","4876.460","4919.553","5072.125","5223.095","5210.203","5388.522","5521.189","5674.723","5702.083","5742.961","5732.695","5632.138","5541.289","5491.816"
"IMF.RES:WEO(9.0.0)","NGA.NGDPRPPPPC.A","OBS_VALUE","Nigeria","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","Annual","Units","4608.229","4775.735","5317.629","5657.429","6070.578","6311.386","6544.425","6823.718","7107.053","7481.842","8087.605","8248.422","8366.052","8581.208","8884.774","8892.058","8534.693","8396.785","8362.623","8361.787","7664.211","7588.479","7752.262","7843.835","7994.242"
"IMF.RES:WEO(9.0.0)","RWA.TMG_RPCH.A","OBS_VALUE","Rwanda","Imports of goods, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","-22.487","3.641","9.623","2.091","12.402","21.340","26.162","31.556","28.771","20.711","4.169","15.611","29.123","-0.806","10.000","12.397","-5.307","12.622","10.657","8.546","2.796","3.971","14.112","16.411","7.856"
"IMF.RES:WEO(9.0.0)","ZWE.PCPIE.A","OBS_VALUE","Zimbabwe","All Items, Consumer price index (CPI), End-of-period (EoP)","Annual","Units","","","","","","","","","59.153","54.616","56.373","59.146","60.870","61.072","60.586","59.087","58.557","60.566","86.048","534.489","2397.639","3853.897","13248.152","116424.262","916066.909"
"IMF.RES:WEO(9.0.0)","RWA.GGXWDG.A","OBS_VALUE","Rwanda","Gross debt, General government, Domestic currency","Annual","Billions","693.085","731.825","860.453","914.652","1110.535","964.804","412.050","491.900","517.871","596.359","671.904","773.582","897.436","1348.292","1638.520","2034.130","2811.251","3511.083","4086.115","4993.060","6594.526","7359.293","8355.886","10544.485","12632.057"
"IMF.RES:WEO(9.0.0)","ZWE.PCPIEPCH.A","OBS_VALUE","Zimbabwe","All Items, Consumer price index (CPI), End-of-period (EoP), percent change","Annual","Units","","","","","","","","","","-7.670","3.217","4.920","2.914","0.331","-0.796","-2.473","-0.898","3.430","42.074","521.150","348.586","60.737","243.760","778.796","686.835"
"IMF.RES:WEO(9.0.0)","NGA.PPPPC.A","OBS_VALUE","Nigeria","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Units","2808.381","2975.995","3365.172","3650.890","4022.843","4313.575","4610.785","4937.806","5241.907","5552.372","6074.862","6323.489","6533.085","6815.155","7179.145","7251.712","7026.409","7036.674","7158.171","7551.394","7414.775","7588.479","8303.635","8712.587","9100.094"
"IMF.RES:WEO(9.0.0)","RWA.PPPSH.A","OBS_VALUE","Rwanda","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP, Percent, ICP benchmarks 2017-2021","Annual","Units","0.010","0.011","0.012","0.012","0.012","0.012","0.013","0.013","0.014","0.015","0.016","0.016","0.017","0.017","0.018","0.019","0.019","0.019","0.020","0.021","0.021","0.023","0.024","0.025","0.027"
"IMF.RES:WEO(9.0.0)","RWA.TXG_RPCH.A","OBS_VALUE","Rwanda","Exports of goods, Volume, Free on board (FOB), Percent change","Annual","Units","-3.889","18.021","10.082","3.659","28.250","13.494","12.501","-0.147","21.750","-20.183","11.687","19.794","21.238","9.609","8.551","-3.767","9.810","29.573","7.370","-5.143","-15.321","32.270","16.342","14.227","8.140"
"IMF.RES:WEO(9.0.0)","NAM.PPPPC.A","OBS_VALUE","Namibia","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Units","5290.164","5415.303","5754.757","5976.720","6459.842","6886.933","7287.378","7657.531","7903.323","7861.957","8311.909","8774.725","9219.314","9648.049","10146.954","10401.038","10225.780","10026.028","9993.113","9746.354","9496.984","9851.910","10804.483","11395.305","11861.250"
"IMF.RES:WEO(9.0.0)","NAM.GGX_NGDP.A","OBS_VALUE","Namibia","Expenditure, General government, Percent of GDP","Annual","Units","30.122","30.726","29.841","31.090","28.393","27.698","27.376","26.080","28.394","31.962","33.469","38.472","35.041","38.308","41.792","43.674","41.762","38.093","36.330","37.415","41.477","39.262","36.558","37.006","39.928"
"IMF.RES:WEO(9.0.0)","SOM.PCPIE.A","OBS_VALUE","Somalia","All Items, Consumer price index (CPI), End-of-period (EoP)","Annual","Units","","","","","","","","","","","","","96.028","98.717","100.000","100.292","101.509","107.692","111.160","114.636","120.179","126.990","134.679","143.573","151.575"
"IMF.RES:WEO(9.0.0)","SOM.PPPPC.A","OBS_VALUE","Somalia","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Units","","","","","","","","","","","","","1652.846","1727.660","1756.849","1804.017","1748.975","1896.331","1714.804","1726.714","1638.928","1583.397","1694.812","1781.736","1849.059"
"IMF.RES:WEO(9.0.0)","NAM.PCPIE.A","OBS_VALUE","Namibia","All Items, Consumer price index (CPI), End-of-period (EoP)","Annual","Units","45.850","49.997","57.123","58.595","61.075","63.265","67.082","70.787","78.690","84.927","87.526","94.000","100.000","104.894","109.754","113.811","122.117","128.427","135.040","138.535","141.806","148.179","158.410","166.800","172.466"
"IMF.RES:WEO(9.0.0)","SDN.NGDPD.A","OBS_VALUE","Sudan","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","13.134","15.716","18.137","21.355","26.646","35.183","45.264","59.440","64.833","54.812","65.716","66.448","48.948","52.892","60.726","64.534","64.888","48.906","33.590","31.484","35.237","35.141","33.500","36.983","29.184"
